Date:  23:26, ÐÇÆÚÈÕ, °ËÔÂ 30, 2020
Model name:Boeing 747-simple_thermal
Study name:Thermal 1(-Default-)
Plot type: Thermal Thermal1
Time step: 1
Result Type: Temp 


Node  ,Value (Celsius)  ,X (mm)  ,Y (mm)  ,Z (mm)
9470  ,111.970     ,435.82  ,-117.2  ,12.913
9471  ,110.208     ,427.43  ,-117.57  ,12.858
9472  ,114.965     ,447.13  ,-104.25  ,14.868
9473  ,113.086     ,439.76  ,-104.27  ,14.866
9474  ,114.637     ,446.42  ,-104.23  ,9.8026
9475  ,112.901     ,439.12  ,-104.25  ,8.9531
9476  ,113.669     ,443.93  ,-117.2  ,12.912
9477  ,112.287     ,435.68  ,-110.88  ,13.872
9478  ,113.256     ,444.08  ,-123.51  ,6.4637
9479  ,111.443     ,440.27  ,-130.54  ,5.4107
9480  ,111.494     ,435.94  ,-123.88  ,6.4091
9481  ,111.874     ,435.72  ,-117.19  ,7.4242
9482  ,113.573     ,444.05  ,-117.19  ,7.4232
9483  ,109.535     ,436.47  ,-137.58  ,3.7791
9484  ,109.585     ,432.13  ,-130.91  ,4.7775
9485  ,107.420     ,431.91  ,-144.23  ,2.8326
9486  ,111.251     ,439.98  ,-130.54  ,-0.69038
9487  ,109.674     ,427.79  ,-124.25  ,5.4016
9488  ,111.340     ,435.91  ,-123.87  ,-0.033952
9489  ,109.431     ,432.1  ,-130.91  ,-1.6675
9490  ,102.908     ,435  ,-160.89  ,-6.2628
9491  ,103.258     ,424.57  ,-157.54  ,0.33431
9492  ,105.235     ,427.35  ,-150.88  ,1.1992
9493  ,107.158     ,431.62  ,-144.23  ,-3.9652
9494  ,106.192     ,450.97  ,-160.89  ,0.9066
9495  ,104.799     ,443.33  ,-160.89  ,0.90699
9496  ,104.464     ,442.97  ,-160.9  ,-5.3396
9497  ,105.829     ,450.96  ,-160.9  ,-4.413
9498  ,108.465     ,456.75  ,-157.54  ,-3.2168
9499  ,108.906     ,440.24  ,-144.23  ,3.1112
9500  ,108.422     ,444.02  ,-150.88  ,2.1642
9501  ,106.792     ,435.68  ,-150.88  ,2.1647
9502  ,108.715     ,440.2  ,-144.23  ,-2.9701
9503  ,106.530     ,435.68  ,-150.88  ,-4.5898
9504  ,111.417     ,464.85  ,-157.54  ,-2.2775
9505  ,115.620     ,467.81  ,-150.88  ,-0.86493
9506  ,111.859     ,448.58  ,-144.23  ,4.0777
9507  ,111.375     ,452.35  ,-150.88  ,3.1307
9508  ,111.667     ,448.79  ,-144.22  ,-1.9741
9509  ,111.039     ,452.35  ,-150.88  ,-2.6577
9510  ,117.400     ,467.88  ,-144.21  ,0.24283
9511  ,113.639     ,448.58  ,-137.56  ,5.1864
9512  ,115.356     ,452.48  ,-130.53  ,0.76212
9513  ,113.448     ,448.57  ,-137.55  ,-0.88055
9514  ,115.772     ,460.68  ,-144.21  ,-0.59175
9515  ,115.784     ,452.39  ,-123.87  ,7.3677
9516  ,116.100     ,452.35  ,-117.55  ,8.3272
9517  ,115.687     ,452.39  ,-123.86  ,1.8808
9518  ,117.884     ,460.68  ,-130.88  ,1.6544
9519  ,116.881     ,454.79  ,-104.24  ,5.391
9520  ,118.575     ,460.68  ,-103.01  ,6.2709
9521  ,119.238     ,463.02  ,-103.03  ,6.5387
9522  ,116.230     ,452.35  ,-110.88  ,9.4384
9523  ,118.345     ,460.68  ,-117.55  ,3.903
9524  ,114.556     ,446.21  ,-104.24  ,4.395
9525  ,112.821     ,439.12  ,-104.25  ,3.5694
9526  ,112.206     ,435.68  ,-110.88  ,8.4717
9527  ,113.905     ,444.02  ,-110.88  ,8.4708
9528  ,113.492     ,443.92  ,-117.2  ,2.0153
9529  ,116.020     ,452.46  ,-117.55  ,2.9471
9530  ,116.150     ,452.35  ,-110.88  ,4.0377
9531  ,109.893     ,422.76  ,-102.92  ,1.8799
9532  ,111.105     ,430.54  ,-104.25  ,2.5735
9533  ,110.111     ,427.57  ,-117.57  ,6.489
9534  ,110.491     ,427.35  ,-110.88  ,7.5042
9535  ,111.777     ,435.82  ,-117.2  ,1.0744
9536  ,109.957     ,427.42  ,-117.56  ,0.038682
9537  ,112.110     ,435.68  ,-110.88  ,2.1024
9538  ,114.446     ,848.83  ,-102.61  ,-24.008
9539  ,114.430     ,858.58  ,-104.21  ,-24.082
9540  ,114.423     ,870.63  ,-107.67  ,-24.795
9541  ,114.426     ,872.35  ,-114.79  ,-24.918
9542  ,114.428     ,872.63  ,-121.56  ,-24.872
9543  ,114.424     ,878.36  ,-111.68  ,-24.422
9544  ,114.418     ,876.23  ,-103.55  ,-24.051
9545  ,114.424     ,865.58  ,-104.21  ,-24.082
9546  ,114.435     ,858.58  ,-110.88  ,-24.385
9547  ,114.429     ,872.63  ,-129.45  ,-25.232
9548  ,114.436     ,858.58  ,-118.77  ,-24.745
9549  ,114.429     ,865.58  ,-118.77  ,-24.745
9550  ,114.427     ,872.35  ,-120.33  ,-26.43
9551  ,114.429     ,872.63  ,-127.1  ,-26.384
9552  ,114.429     ,874.34  ,-129.05  ,-27.366
9553  ,114.436     ,858.58  ,-116.42  ,-25.897
9554  ,114.430     ,865.58  ,-116.42  ,-25.897
9555  ,114.431     ,865.58  ,-124.31  ,-26.257
9556  ,114.423     ,870.63  ,-107.67  ,-26.138
9557  ,114.426     ,872.35  ,-114.79  ,-26.261
9558  ,114.424     ,865.58  ,-104.21  ,-25.424
9559  ,114.424     ,865.58  ,-104.21  ,-26.868
9560  ,114.428     ,865.58  ,-110.88  ,-25.728
9561  ,114.430     ,865.58  ,-116.42  ,-27.24
9562  ,115.079     ,494.72  ,-157.53  ,1.3924
9563  ,120.000     ,471.78  ,-103.03  ,7.8141
9564  ,120.000     ,476.41  ,-104.27  ,11.864
9565  ,120.000     ,468.75  ,-103.03  ,7.2039
9566  ,119.238     ,466.22  ,-110.88  ,5.6482
9567  ,120.000     ,474.65  ,-110.88  ,6.868
9568  ,119.108     ,468.95  ,-124.23  ,3.7402
9569  ,119.238     ,469.06  ,-117.57  ,4.8725
9570  ,120.000     ,477.29  ,-117.57  ,6.0738
9571  ,120.000     ,474.43  ,-117.57  ,5.4967
9572  ,118.624     ,478.72  ,-144.22  ,1.4996
9573  ,118.776     ,471.86  ,-137.55  ,1.8214
9574  ,119.108     ,472.06  ,-130.9  ,2.9717
9575  ,120.000     ,488.58  ,-144.23  ,2.8553
9576  ,120.000     ,480.08  ,-130.91  ,3.9009
9577  ,115.079     ,492.34  ,-157.54  ,0.91309
9578  ,118.624     ,482.05  ,-150.88  ,0.78738
9579  ,120.000     ,491.6  ,-150.88  ,2.0971
9580  ,120.000     ,486.06  ,-144.22  ,2.3507
9581  ,118.624     ,474.38  ,-140.9  ,5.3969
9582  ,118.776     ,467.26  ,-134.23  ,5.6795
9583  ,119.108     ,467.26  ,-127.56  ,6.8078
9584  ,120.000     ,475.52  ,-127.58  ,7.7649
9585  ,120.000     ,478.43  ,-134.24  ,6.9742
9586  ,118.624     ,467.81  ,-144.21  ,4.9058
9587  ,116.676     ,452.49  ,-130.53  ,10.892
9588  ,114.863     ,448.58  ,-137.56  ,9.8484
9589  ,116.580     ,452.38  ,-130.52  ,5.4127
9590  ,118.776     ,460.68  ,-137.54  ,5.1885
9591  ,119.108     ,460.68  ,-130.88  ,6.3167
9592  ,120.000     ,467.13  ,-134.23  ,10.339
9593  ,116.676     ,452.4  ,-123.86  ,11.899
9594  ,116.993     ,452.46  ,-117.55  ,12.859
9595  ,119.108     ,460.68  ,-124.21  ,7.3144
9596  ,119.238     ,460.68  ,-117.54  ,8.4256
9597  ,120.000     ,468.95  ,-124.22  ,8.2716
9598  ,120.000     ,467.32  ,-127.56  ,11.338
9599  ,120.000     ,460.68  ,-130.87  ,10.84
9600  ,117.972     ,455.71  ,-104.25  ,14.867
9601  ,117.644     ,454.75  ,-104.23  ,9.8017
9602  ,119.337     ,460.68  ,-103  ,10.677
9603  ,120.000     ,463.29  ,-103.02  ,10.977
9604  ,120.000     ,460.68  ,-104.22  ,14.87
9605  ,116.993     ,452.35  ,-110.88  ,13.87
9606  ,119.238     ,460.68  ,-110.88  ,9.4374
9607  ,120.000     ,460.68  ,-117.54  ,12.858
9608  ,120.000     ,467.95  ,-103.02  ,10.977
9609  ,120.000     ,465.35  ,-104.23  ,14.868
9610  ,120.000     ,472.21  ,-104.26  ,14.863
9611  ,119.238     ,465.35  ,-110.88  ,9.4369
9612  ,120.000     ,473.56  ,-110.88  ,11.189
9613  ,120.000     ,470.88  ,-110.88  ,10.08
9614  ,120.000     ,473.61  ,-117.56  ,9.2828
9615  ,120.000     ,471.71  ,-120.91  ,12.345
9616  ,120.000     ,465.08  ,-117.55  ,12.857
9617  ,120.000     ,465.35  ,-110.88  ,13.869
9618  ,120.000     ,477.01  ,-104.26  ,14.862
9619  ,120.000     ,478.75  ,-110.88  ,10.963
9620  ,120.000     ,479.7  ,-117.57  ,7.7234
9621  ,120.000     ,474.67  ,-110.88  ,13.868
9622  ,120.000     ,482.34  ,-124.25  ,6.8686
9623  ,120.000     ,478.98  ,-127.58  ,11.333
9624  ,120.000     ,477.26  ,-117.57  ,12.853
9625  ,120.000     ,481.79  ,-117.57  ,12.852
9626  ,120.000     ,492.11  ,-144.23  ,6.4135
9627  ,120.000     ,485.06  ,-130.91  ,6.0184
9628  ,120.000     ,487.88  ,-137.57  ,5.1813
9629  ,120.000     ,481.88  ,-134.24  ,10.335
9630  ,120.000     ,487  ,-130.91  ,10.832
9631  ,99.020      ,450.28  ,-180.89  ,4.3691
9632  ,98.685      ,450.27  ,-180.89  ,-1.7293
9633  ,100.050     ,457.92  ,-180.9  ,-0.84321
9634  ,97.131      ,445.62  ,-184.2  ,4.0406
9635  ,96.022      ,468.83  ,-200.9  ,2.5808
9636  ,101.587     ,464.85  ,-180.89  ,4.3696
9637  ,100.194     ,457.53  ,-180.88  ,4.3706
9638  ,101.224     ,464.86  ,-180.9  ,-0.84267
9639  ,101.361     ,474.57  ,-184.21  ,-0.18533
9640  ,97.197      ,475.48  ,-200.92  ,2.5804
9641  ,97.702      ,464.85  ,-190.88  ,3.4201
9642  ,95.412      ,479.48  ,-210.96  ,-2.9139
9643  ,95.918      ,468.7  ,-200.93  ,-2.1282
9644  ,97.092      ,475.64  ,-200.93  ,-2.1277
9645  ,101.031     ,464.85  ,-180.9  ,-5.7004
9646  ,101.168     ,474.35  ,-184.22  ,-5.0419
9647  ,97.509      ,464.85  ,-190.88  ,-1.3903
9648  ,98.683      ,471.8  ,-190.88  ,-1.3897
9649  ,96.899      ,475.49  ,-200.93  ,-6.9976
9650  ,98.341      ,450.28  ,-180.89  ,-7.3915
9651  ,99.706      ,457.6  ,-180.91  ,-6.5439
9652  ,96.184      ,457.91  ,-190.88  ,-2.197
9653  ,95.574      ,468.84  ,-200.92  ,-7.7689
9654  ,97.165      ,464.85  ,-190.88  ,-7.0064
9655  ,95.331      ,420.82  ,-181.4  ,-3.2188
9656  ,97.271      ,416.1  ,-176.14  ,-2.6578
9657  ,98.286      ,421.83  ,-172.79  ,-2.2637
9658  ,96.381      ,427.38  ,-179.45  ,-3.019
9659  ,99.191      ,411.46  ,-170.91  ,-2.4652
9660  ,100.206     ,417.18  ,-167.56  ,-2.0711
9661  ,96.948      ,417.23  ,-176.14  ,-10.57
9662  ,101.805     ,404.11  ,-162.15  ,-1.6164
9663  ,100.282     ,408.86  ,-167.41  ,-2.2475
9664  ,101.297     ,414.58  ,-164.06  ,-1.8533
9665  ,99.959      ,409.98  ,-167.41  ,-10.155
9666  ,98.971      ,437.67  ,-174.23  ,-7.9329
9667  ,99.322      ,427.35  ,-170.87  ,-1.3636
9668  ,97.418      ,432.9  ,-177.54  ,-2.119
9669  ,96.814      ,445.4  ,-184.21  ,-2.7656
9670  ,96.470      ,445.62  ,-184.2  ,-8.3774
9671  ,96.064      ,427.33  ,-179.46  ,-9.8606
9672  ,97.984      ,422.85  ,-174.22  ,-9.6507
9673  ,100.896     ,432.33  ,-167.55  ,-7.5831
9674  ,101.247     ,421.79  ,-164.21  ,-1.0402
9675  ,102.962     ,424.34  ,-157.55  ,-6.9759
9676  ,99.909      ,417.08  ,-167.57  ,-9.354
9677  ,101.000     ,414.59  ,-164.06  ,-9.1166
9678  ,99.025      ,427.35  ,-170.88  ,-8.6495
9679  ,102.493     ,487.53  ,-184.21  ,-3.5127
9680  ,102.776     ,499.6  ,-184.2  ,-2.1115
9681  ,102.085     ,481.51  ,-184.21  ,-4.2102
9682  ,99.407      ,478.74  ,-190.88  ,-5.3942
9683  ,100.732     ,491.53  ,-190.88  ,-3.9102
9684  ,96.926      ,486.62  ,-207.6  ,-6.4746
9685  ,98.517      ,483.09  ,-197.54  ,-5.7117
9686  ,99.842      ,495.52  ,-197.55  ,-4.2711
9687  ,99.434      ,489.85  ,-197.54  ,-4.928
9688  ,97.037      ,490.9  ,-214.24  ,-1.9408
9689  ,96.932      ,491.05  ,-214.26  ,-6.6916
9690  ,98.550      ,498.18  ,-210.87  ,-5.497
9691  ,102.800     ,505.63  ,-184.2  ,-1.4124
9692  ,101.164     ,503.23  ,-190.88  ,-2.5531
9693  ,101.118     ,511.11  ,-190.88  ,-1.471
9694  ,100.559     ,506.9  ,-197.54  ,-2.9499
9695  ,99.261      ,505.07  ,-204.22  ,-3.9481
9696  ,100.513     ,514.56  ,-197.54  ,-1.8935
9697  ,100.583     ,512.58  ,-197.54  ,-2.2911
9698  ,99.491      ,508.99  ,-210.88  ,-4.244
9699  ,99.497      ,512.86  ,-217.55  ,-4.5115
9700  ,100.208     ,519.72  ,-210.88  ,-2.9982
9701  ,108.255     ,478.97  ,-167.54  ,1.3076
9702  ,105.757     ,483.13  ,-174.21  ,0.82503
9703  ,108.912     ,492.25  ,-167.54  ,2.8493
9704  ,106.039     ,495.57  ,-174.2  ,2.2685
9705  ,112.458     ,481.92  ,-160.88  ,2.7013
9706  ,104.404     ,493.15  ,-180.88  ,1.1049
9707  ,104.312     ,467.74  ,-174.22  ,5.07
9708  ,104.086     ,477.34  ,-177.54  ,0.46226
9709  ,101.601     ,474.35  ,-184.21  ,4.0417
9710  ,102.733     ,487.36  ,-184.21  ,0.74209
9711  ,105.997     ,483.02  ,-174.21  ,5.0716
9712  ,106.943     ,463.35  ,-167.56  ,5.8234
9713  ,109.215     ,469.01  ,-164.2  ,1.6991
9714  ,106.717     ,473.18  ,-170.87  ,1.2165
9715  ,113.418     ,471.97  ,-157.54  ,3.0927
9716  ,109.173     ,456.74  ,-157.54  ,7.0631
9717  ,108.837     ,456.51  ,-157.54  ,1.3001
9718  ,111.789     ,464.85  ,-157.54  ,2.2666
9719  ,108.627     ,479.08  ,-167.54  ,5.8259
9720  ,106.957     ,473.18  ,-170.87  ,5.4423
9721  ,118.624     ,467.81  ,-150.88  ,3.9564
9722  ,114.863     ,448.79  ,-144.23  ,8.8821
9723  ,114.379     ,452.35  ,-150.88  ,7.952
9724  ,116.996     ,460.68  ,-150.88  ,3.1302
9725  ,118.776     ,460.68  ,-144.21  ,4.239
9726  ,120.000     ,460.68  ,-144.21  ,8.8846
9727  ,114.794     ,464.85  ,-157.54  ,7.0626
9728  ,115.079     ,486.84  ,-157.54  ,4.1039
9729  ,118.624     ,476.51  ,-150.88  ,3.9559
9730  ,120.000     ,485.87  ,-150.88  ,5.7097
9731  ,120.000     ,480.56  ,-144.22  ,5.5332
9732  ,120.000     ,483.63  ,-150.88  ,4.782
9733  ,120.000     ,475.76  ,-140.9  ,9.3582
9734  ,120.000     ,469.51  ,-144.21  ,8.8836
9735  ,120.000     ,483.62  ,-144.23  ,8.8797
9736  ,113.833     ,483.46  ,-160.88  ,6.6357
9737  ,114.794     ,473.29  ,-157.54  ,7.0618
9738  ,120.000     ,469.39  ,-150.88  ,7.951
9739  ,115.079     ,496.8  ,-157.53  ,2.8294
9740  ,120.000     ,495.02  ,-150.88  ,5.5203
9741  ,120.000     ,492.59  ,-144.22  ,8.8794
9742  ,120.000     ,486.8  ,-150.88  ,7.9501
9743  ,109.840     ,499.92  ,-164.19  ,2.126
9744  ,108.595     ,495.11  ,-167.54  ,5.8262
9745  ,114.761     ,490.04  ,-157.53  ,7.0631
9746  ,114.761     ,498.49  ,-157.53  ,7.0624
9747  ,107.069     ,503.09  ,-170.86  ,1.474
9748  ,104.196     ,506.33  ,-177.53  ,0.87249
9749  ,102.514     ,510.7  ,-184.2  ,2.0246
9750  ,102.584     ,509.62  ,-184.2  ,0.31976
9751  ,105.824     ,498.49  ,-174.2  ,5.0733
9752  ,106.752     ,504.67  ,-170.86  ,5.4444
9753  ,90.462      ,451.62  ,-219.61  ,-1.7701
9754  ,90.530      ,447.01  ,-214.36  ,-1.4424
9755  ,91.008      ,441.41  ,-205.7  ,2.2166
9756  ,90.658      ,450.63  ,-216.18  ,1.5067
9757  ,94.365      ,424.01  ,-186.15  ,3.8521
9758  ,92.193      ,432.51  ,-195.67  ,3.0029
9759  ,94.943      ,432.06  ,-186.15  ,3.8532
9760  ,95.993      ,438.46  ,-184.21  ,4.0396
9761  ,95.390      ,450.96  ,-190.88  ,3.419
9762  ,92.771      ,440.24  ,-195.67  ,3.003
9763  ,93.674      ,436.13  ,-190.88  ,3.4179
9764  ,93.951      ,467.43  ,-207.57  ,2.0825
9765  ,94.457      ,456.33  ,-197.55  ,2.8486
9766  ,93.847      ,467.31  ,-207.59  ,-2.6743
9767  ,94.113      ,456.51  ,-197.54  ,-2.7431
9768  ,91.838      ,446.01  ,-202.33  ,2.469
9769  ,91.556      ,450.47  ,-207.58  ,2.0813
9770  ,93.319      ,449.57  ,-197.54  ,2.8487
9771  ,93.813      ,472.72  ,-214.25  ,1.6291
9772  ,93.709      ,472.86  ,-214.26  ,-3.1269
9773  ,91.350      ,460.67  ,-219.48  ,1.3051
9774  ,91.418      ,456.23  ,-214.23  ,1.63
9775  ,92.248      ,460.68  ,-210.87  ,1.8524
9776  ,96.513      ,486.74  ,-220.91  ,1.2198
9777  ,98.033      ,498.18  ,-224.21  ,-2.5226
9778  ,94.809      ,480.37  ,-224.2  ,1.0341
9779  ,99.892      ,501.3  ,-240.9  ,0.23404
9780  ,102.279     ,508.63  ,-250.94  ,-4.1313
9781  ,96.500      ,486.74  ,-220.91  ,-3.0918
9782  ,96.395      ,486.75  ,-220.93  ,-7.8898
9783  ,98.020      ,497.93  ,-224.23  ,-6.9272
9784  ,94.796      ,480.13  ,-224.21  ,-3.3048
9785  ,99.879      ,501.31  ,-240.9  ,-4.0834
9786  ,97.495      ,494.02  ,-230.88  ,-3.6735
9787  ,99.882      ,501.33  ,-240.92  ,-8.1112
9788  ,90.645      ,437.94  ,-200.48  ,-4.2768
9789  ,90.363      ,442.57  ,-205.72  ,-4.6598
9790  ,92.126      ,441.57  ,-195.7  ,-3.8745
9791  ,91.193      ,447.12  ,-202.36  ,-4.4201
9792  ,90.167      ,457.12  ,-217.67  ,-7.3271
9793  ,92.654      ,472.74  ,-214.27  ,-8.8187
9794  ,90.295      ,460.73  ,-219.48  ,-4.3646
9795  ,91.055      ,466.24  ,-217.54  ,-4.2497
9796  ,93.741      ,480.38  ,-224.21  ,-8.9619
9797  ,90.167      ,451.57  ,-211  ,-7.2397
9798  ,92.654      ,467.45  ,-207.59  ,-8.6994
9799  ,92.920      ,456.34  ,-197.56  ,-8.8219
9800  ,90.295      ,455.18  ,-212.82  ,-4.2772
9801  ,90.363      ,450.57  ,-207.57  ,-3.9494
9802  ,91.193      ,455.13  ,-204.21  ,-3.7097
9803  ,91.055      ,460.68  ,-210.88  ,-4.1623
9804  ,90.000      ,447.17  ,-202.36  ,-10.453
9805  ,90.000      ,460.68  ,-210.88  ,-9.8514
9806  ,93.867      ,438.46  ,-184.21  ,-2.3573
9807  ,93.264      ,450.96  ,-190.88  ,-3.004
9808  ,92.920      ,450.96  ,-190.88  ,-8.6211
9809  ,92.514      ,433.09  ,-186.12  ,-10.082
9810  ,93.550      ,438.46  ,-184.21  ,-9.2097
9811  ,92.126      ,444.02  ,-190.88  ,-3.0045
9812  ,91.193      ,449.57  ,-197.54  ,-3.5501
9813  ,90.000      ,441.44  ,-195.7  ,-10.324
9814  ,90.000      ,449.57  ,-197.55  ,-9.606
9815  ,92.817      ,425.2  ,-186.15  ,-3.3309
9816  ,93.867      ,431.77  ,-184.21  ,-3.1311
9817  ,92.514      ,426.26  ,-186.13  ,-10.872
9818  ,90.645      ,433.7  ,-195.67  ,-4.1806
9819  ,91.548      ,429.44  ,-190.88  ,-3.7789
9820  ,92.126      ,437.33  ,-190.88  ,-3.7783
9821  ,90.000      ,434.88  ,-195.7  ,-11.08
9822  ,90.000      ,437.33  ,-190.88  ,-10.202
9823  ,99.932      ,511.67  ,-224.21  ,-5.3323
9824  ,100.872     ,521.88  ,-224.22  ,-4.1487
9825  ,99.347      ,506.52  ,-224.21  ,-5.9302
9826  ,98.823      ,502.35  ,-230.88  ,-2.7076
9827  ,98.810      ,502.35  ,-230.88  ,-7.0656
9828  ,100.722     ,515.71  ,-230.88  ,-5.5172
9829  ,104.138     ,525.91  ,-247.79  ,-4.6658
9830  ,102.507     ,513.73  ,-247.6  ,-7.2566
9831  ,100.107     ,506.74  ,-237.55  ,-7.1801
9832  ,102.019     ,519.72  ,-237.56  ,-5.6764
9833  ,101.434     ,514.85  ,-237.55  ,-6.2399
9834  ,105.772     ,530.08  ,-254.46  ,-4.7398
9835  ,104.138     ,517.98  ,-254.24  ,-3.3177
9836  ,104.141     ,518.1  ,-254.26  ,-7.3055
9837  ,104.365     ,523.18  ,-250.88  ,-6.4387
9838  ,101.330     ,527.05  ,-224.21  ,-3.5485
9839  ,101.765     ,525.76  ,-230.88  ,-4.3518
9840  ,102.344     ,532.49  ,-230.88  ,-3.4302
9841  ,105.235     ,535.6  ,-247.8  ,-3.5443
9842  ,103.116     ,529.68  ,-237.55  ,-4.5215
9843  ,103.828     ,528.71  ,-244.23  ,-5.2314
9844  ,103.695     ,536.23  ,-237.56  ,-3.6239
9845  ,103.574     ,534.57  ,-237.55  ,-3.9555
9846  ,106.876     ,539.48  ,-254.47  ,-3.6527
9847  ,105.469     ,532.84  ,-250.89  ,-5.3221
9848  ,107.103     ,536.76  ,-257.57  ,-5.4137
9849  ,106.566     ,542.25  ,-250.9  ,-4.2324
9850  ,100.383     ,504.39  ,-200.9  ,-0.69091
9851  ,99.084      ,502.71  ,-207.57  ,-1.6902
9852  ,99.091      ,506.87  ,-214.23  ,-1.94
9853  ,99.802      ,513.76  ,-207.57  ,-0.40764
9854  ,100.031     ,517.38  ,-214.23  ,-0.72116
9855  ,100.466     ,516.07  ,-220.9  ,-1.5424
9856  ,97.068      ,491.03  ,-214.23  ,1.6298
9857  ,98.588      ,502.35  ,-217.54  ,-2.1543
9858  ,98.064      ,497.93  ,-224.22  ,1.0313
9859  ,99.963      ,511.54  ,-224.21  ,-1.7567
9860  ,99.378      ,506.51  ,-224.21  ,-2.3393
9861  ,99.122      ,506.77  ,-214.23  ,1.6297
9862  ,97.103      ,486.59  ,-207.58  ,2.0825
9863  ,98.782      ,483.08  ,-197.53  ,2.8518
9864  ,96.998      ,486.75  ,-207.59  ,-2.6732
9865  ,98.589      ,482.9  ,-197.54  ,-1.9352
9866  ,99.915      ,495.7  ,-197.54  ,-0.45101
9867  ,99.506      ,489.85  ,-197.54  ,-1.1295
9868  ,98.616      ,494.01  ,-204.21  ,-1.4503
9869  ,98.623      ,498.18  ,-210.87  ,-1.7001
9870  ,99.157      ,502.79  ,-207.56  ,2.0844
9871  ,98.654      ,498.18  ,-210.87  ,1.8533
9872  ,102.220     ,481.52  ,-184.21  ,-0.18479
9873  ,99.734      ,478.74  ,-190.88  ,3.4212
9874  ,99.541      ,478.74  ,-190.88  ,-1.3892
9875  ,100.867     ,491.53  ,-190.88  ,0.095047
9876  ,100.458     ,485.68  ,-190.88  ,-0.58349
9877  ,102.460     ,481.51  ,-184.21  ,4.0429
9878  ,99.641      ,489.85  ,-197.54  ,2.8518
9879  ,102.882     ,501.13  ,-184.2  ,1.2593
9880  ,101.246     ,498.71  ,-190.88  ,0.095603
9881  ,101.200     ,506.43  ,-190.88  ,1.549
9882  ,101.270     ,504.56  ,-190.88  ,0.77416
9883  ,100.665     ,508.08  ,-197.54  ,0.37888
9884  ,104.510     ,494.43  ,-180.88  ,4.3731
9885  ,102.839     ,488.88  ,-184.2  ,4.044
9886  ,102.666     ,503.7  ,-184.21  ,4.0443
9887  ,100.489     ,505.67  ,-200.9  ,2.5834
9888  ,100.021     ,496.8  ,-197.55  ,2.8516
9889  ,100.973     ,492.86  ,-190.88  ,3.4223
9890  ,101.025     ,513.98  ,-190.88  ,1.3914
9891  ,100.490     ,516.36  ,-197.54  ,-0.6452
9892  ,102.491     ,511.09  ,-184.2  ,4.0455
9893  ,101.177     ,507.21  ,-190.88  ,3.4234
9894  ,99.990      ,519.8  ,-204.21  ,-1.0609
9895  ,100.220     ,523.3  ,-210.88  ,-1.4349
9896  ,99.814      ,516.16  ,-207.57  ,2.0841
9897  ,100.678     ,510.75  ,-197.54  ,2.8536
9898  ,100.502     ,517.73  ,-197.54  ,2.8536
9899  ,100.537     ,526.84  ,-217.54  ,-1.7689
9900  ,101.550     ,531.32  ,-224.21  ,-0.63786
9901  ,101.430     ,530.44  ,-224.21  ,-2.0645
9902  ,100.131     ,519.82  ,-214.23  ,1.63
9903  ,100.320     ,524.58  ,-210.88  ,1.8534
9904  ,95.800      ,476.42  ,-245.69  ,0.060138
9905  ,91.137      ,459.38  ,-226.15  ,0.93106
9906  ,92.871      ,467.7  ,-235.66  ,0.46665
9907  ,92.155      ,466.43  ,-226.14  ,0.93052
9908  ,92.915      ,471.79  ,-224.21  ,1.0344
9909  ,95.614      ,485.68  ,-230.88  ,0.68611
9910  ,95.601      ,485.68  ,-230.88  ,-3.672
9911  ,93.889      ,474.47  ,-235.67  ,0.46463
9912  ,92.702      ,470.44  ,-230.88  ,0.68889
9913  ,100.035     ,498.63  ,-247.56  ,-0.016442
9914  ,97.651      ,491.02  ,-237.55  ,0.37742
9915  ,100.038     ,498.55  ,-247.58  ,-4.0089
9916  ,97.638      ,491.24  ,-237.54  ,-3.961
9917  ,95.925      ,480.21  ,-242.32  ,0.18498
9918  ,97.668      ,484.62  ,-247.57  ,-0.010414
9919  ,95.756      ,482.9  ,-237.54  ,0.38019
9920  ,102.104     ,503.99  ,-254.24  ,-0.23612
9921  ,102.107     ,504.11  ,-254.25  ,-4.2278
9922  ,99.737      ,490.35  ,-254.23  ,-0.22783
9923  ,99.862      ,494.01  ,-250.87  ,-0.12575
9924  ,105.175     ,515.89  ,-260.91  ,-0.42809
9925  ,105.178     ,515.92  ,-260.92  ,-4.3902
9926  ,107.037     ,525.27  ,-264.21  ,-3.5766
9927  ,105.002     ,511.56  ,-264.2  ,-0.50418
9928  ,105.183     ,515.91  ,-260.92  ,-8.089
9929  ,107.042     ,525.08  ,-264.23  ,-7.2842
9930  ,108.078     ,523.18  ,-270.88  ,-4.3258
9931  ,102.106     ,504.02  ,-254.26  ,-8.9334
9932  ,99.736      ,490.27  ,-254.24  ,-4.9153
9933  ,99.862      ,494.02  ,-250.88  ,-4.8001
9934  ,101.930     ,499.57  ,-257.54  ,-5.0189
9935  ,105.002     ,511.38  ,-264.21  ,-5.1814
9936  ,105.007     ,511.57  ,-264.21  ,-8.8419
9937  ,100.074     ,498.67  ,-247.59  ,-8.9989
9938  ,97.674      ,491.03  ,-237.56  ,-9.0019
9939  ,95.961      ,480.16  ,-242.33  ,-4.8138
9940  ,97.704      ,484.71  ,-247.57  ,-5.0054
9941  ,95.793      ,482.91  ,-237.55  ,-4.6012
9942  ,97.829      ,488.46  ,-244.21  ,-4.8902
